step,episode,reward,avg_reward_100,epsilon,elapsed_s
957675,1126,-20.00,-20.86,0.1000,2755.5
958509,1127,-20.00,-20.85,0.1000,2758.1
959266,1128,-21.00,-20.86,0.1000,2760.5
960046,1129,-21.00,-20.86,0.1000,2762.8
960957,1130,-21.00,-20.86,0.1000,2765.6
961716,1131,-21.00,-20.86,0.1000,2768.0
962539,1132,-21.00,-20.86,0.1000,2770.5
963320,1133,-21.00,-20.86,0.1000,2772.9
964099,1134,-21.00,-20.86,0.1000,2775.2
964936,1135,-20.00,-20.85,0.1000,2777.7
965698,1136,-21.00,-20.85,0.1000,2780.0
966519,1137,-21.00,-20.85,0.1000,2782.5
967275,1138,-21.00,-20.86,0.1000,2784.9
968219,1139,-21.00,-20.86,0.1000,2787.7
969044,1140,-21.00,-20.86,0.1000,2790.2
969804,1141,-21.00,-20.86,0.1000,2792.6
970586,1142,-21.00,-20.86,0.1000,2795.0
971376,1143,-21.00,-20.86,0.1000,2797.3
972269,1144,-20.00,-20.85,0.1000,2800.0
973092,1145,-21.00,-20.86,0.1000,2802.5
973852,1146,-21.00,-20.86,0.1000,2804.8
974637,1147,-21.00,-20.87,0.1000,2807.2
975427,1148,-21.00,-20.87,0.1000,2809.5
976248,1149,-21.00,-20.87,0.1000,2812.0
977033,1150,-21.00,-20.87,0.1000,2814.3
977793,1151,-21.00,-20.87,0.1000,2817.1
978750,1152,-20.00,-20.86,0.1000,2820.1
979569,1153,-21.00,-20.86,0.1000,2822.6
980451,1154,-21.00,-20.86,0.1000,2825.3
981391,1155,-21.00,-20.86,0.1000,2828.1
982149,1156,-21.00,-20.86,0.1000,2830.4
982970,1157,-21.00,-20.86,0.1000,2832.9
983727,1158,-21.00,-20.86,0.1000,2835.1
984483,1159,-21.00,-20.86,0.1000,2837.4
985241,1160,-21.00,-20.86,0.1000,2839.6
986002,1161,-21.00,-20.86,0.1000,2842.0
986790,1162,-21.00,-20.86,0.1000,2844.3
987577,1163,-21.00,-20.86,0.1000,2846.7
988337,1164,-21.00,-20.86,0.1000,2849.0
989098,1165,-21.00,-20.86,0.1000,2851.4
989888,1166,-21.00,-20.86,0.1000,2853.7
990644,1167,-21.00,-20.86,0.1000,2856.0
991624,1168,-20.00,-20.85,0.1000,2858.9
992385,1169,-21.00,-20.85,0.1000,2861.2
993143,1170,-21.00,-20.85,0.1000,2863.5
993959,1171,-21.00,-20.85,0.1000,2866.0
994720,1172,-21.00,-20.85,0.1000,2868.2
995483,1173,-21.00,-20.85,0.1000,2870.5
996304,1174,-21.00,-20.85,0.1000,2872.9
997322,1175,-20.00,-20.85,0.1000,2876.3
998202,1176,-21.00,-20.85,0.1000,2879.0
999093,1177,-20.00,-20.84,0.1000,2881.8
999942,1178,-21.00,-20.84,0.1000,2884.4
1000821,1179,-21.00,-20.84,0.1000,2887.1
