step,episode,reward,avg_reward_100,epsilon,elapsed_s
944754,1114,-20.00,-20.77,0.1000,4453.2
945545,1115,-21.00,-20.77,0.1000,4455.4
946302,1116,-21.00,-20.77,0.1000,4457.6
947092,1117,-21.00,-20.77,0.1000,4459.9
947878,1118,-21.00,-20.77,0.1000,4462.2
948701,1119,-21.00,-20.77,0.1000,4464.6
949584,1120,-20.00,-20.77,0.1000,4467.1
950428,1121,-21.00,-20.77,0.1000,4469.7
951272,1122,-21.00,-20.77,0.1000,4472.2
952061,1123,-21.00,-20.77,0.1000,4474.5
952821,1124,-21.00,-20.78,0.1000,4476.7
953599,1125,-21.00,-20.78,0.1000,4479.0
954356,1126,-21.00,-20.79,0.1000,4481.2
955204,1127,-21.00,-20.79,0.1000,4483.7
956109,1128,-21.00,-20.80,0.1000,4486.2
957020,1129,-21.00,-20.80,0.1000,4488.9
957845,1130,-21.00,-20.80,0.1000,4491.2
958632,1131,-21.00,-20.80,0.1000,4493.6
959502,1132,-20.00,-20.79,0.1000,4496.4
960412,1133,-21.00,-20.79,0.1000,4499.1
961173,1134,-21.00,-20.79,0.1000,4501.4
962020,1135,-21.00,-20.79,0.1000,4503.9
962782,1136,-21.00,-20.79,0.1000,4506.1
963562,1137,-21.00,-20.79,0.1000,4508.4
964424,1138,-20.00,-20.78,0.1000,4511.0
965187,1139,-21.00,-20.78,0.1000,4513.2
966012,1140,-21.00,-20.78,0.1000,4515.6
966834,1141,-21.00,-20.79,0.1000,4518.0
967597,1142,-21.00,-20.79,0.1000,4520.3
968421,1143,-21.00,-20.79,0.1000,4522.7
969259,1144,-20.00,-20.78,0.1000,4525.2
970109,1145,-21.00,-20.78,0.1000,4527.7
971003,1146,-20.00,-20.77,0.1000,4530.3
971760,1147,-21.00,-20.78,0.1000,4532.5
972656,1148,-20.00,-20.77,0.1000,4535.1
973477,1149,-21.00,-20.77,0.1000,4537.5
974234,1150,-21.00,-20.77,0.1000,4539.7
975054,1151,-21.00,-20.77,0.1000,4542.3
975919,1152,-20.00,-20.77,0.1000,4544.9
976738,1153,-21.00,-20.78,0.1000,4547.3
977500,1154,-21.00,-20.78,0.1000,4549.5
978316,1155,-21.00,-20.78,0.1000,4551.8
979121,1156,-21.00,-20.78,0.1000,4554.1
980047,1157,-20.00,-20.77,0.1000,4557.2
980804,1158,-21.00,-20.77,0.1000,4559.5
981588,1159,-21.00,-20.77,0.1000,4561.9
982346,1160,-21.00,-20.77,0.1000,4564.1
983107,1161,-21.00,-20.77,0.1000,4566.4
983946,1162,-20.00,-20.76,0.1000,4569.0
984767,1163,-21.00,-20.76,0.1000,4571.5
985555,1164,-21.00,-20.77,0.1000,4573.8
986376,1165,-21.00,-20.77,0.1000,4576.1
987138,1166,-21.00,-20.77,0.1000,4578.3
988033,1167,-21.00,-20.77,0.1000,4580.9
988947,1168,-19.00,-20.75,0.1000,4583.6
989797,1169,-21.00,-20.76,0.1000,4586.1
990555,1170,-21.00,-20.76,0.1000,4588.3
991311,1171,-21.00,-20.76,0.1000,4590.5
992072,1172,-21.00,-20.76,0.1000,4592.8
993142,1173,-19.00,-20.75,0.1000,4595.9
993980,1174,-21.00,-20.75,0.1000,4598.4
994819,1175,-21.00,-20.75,0.1000,4601.0
995717,1176,-20.00,-20.74,0.1000,4603.7
996473,1177,-21.00,-20.76,0.1000,4605.9
997354,1178,-21.00,-20.76,0.1000,4608.4
998131,1179,-21.00,-20.76,0.1000,4610.7
998889,1180,-21.00,-20.77,0.1000,4612.9
999709,1181,-21.00,-20.77,0.1000,4615.6
1000484,1182,-21.00,-20.77,0.1000,4618.1
